TCGA_barcode	CALU1	EBC1	EPLC272H	HARA	HCC15	HCC1588	HCC95	HLFA	KNS62	LC1F	LK2	LOUNH91	LUDLU1	NCIH1385	NCIH1869	NCIH2170	NCIH226	NCIH520	RERFLCAI	RERFLCSQ1	SKMES1	SQ1	SW1573	SW900
TCGA-18-3421-01	0.550970795393524	0.57680937374813	0.622378458350807	0.642498027256846	0.569186027122568	0.530236453977273	0.673508497418422	0.527152581278157	0.716161871263413	0.618507140044316	0.60309229962722	0.495715904090223	0.684910948460058	0.424588222954783	0.624864985594845	0.622776202573238	0.546862432557445	0.553836244947443	0.544972980937491	0.564269129646941	0.573155799954498	0.558110274765794	0.529447379026334	0.637013064567341
TCGA-18-4083-01	0.56483989021234	0.570049863539162	0.61421522175054	0.713516082993161	0.572866070270634	0.501510551987034	0.701559187905898	0.559857302753036	0.690320312942905	0.6687165412353	0.633223363644704	0.534110910427352	0.68037304908585	0.478557706648459	0.571125412499052	0.621028323627224	0.548459686803005	0.599858536121132	0.583387458758527	0.610048465455276	0.604495636718549	0.536499909886044	0.559465771607016	0.627255901126446
TCGA-18-4086-01	0.571515196707831	0.591764412371048	0.655911049031227	0.701974038653676	0.59928788837446	0.537593473725184	0.732942884720069	0.560236053008118	0.734584770054483	0.685437557382921	0.62171679918584	0.526103314646814	0.7238455486065	0.458457962649906	0.602340914088315	0.624208373680887	0.576347257780861	0.579645528420419	0.576199370519377	0.621214020824521	0.608228493700848	0.55697534638338	0.553946375470578	0.64595973920377
TCGA-18-4721-01	0.547414145648443	0.555081049706501	0.608506222718191	0.682153004539524	0.559304370132398	0.473670737741864	0.74110161212503	0.527826708421806	0.712167170970495	0.712908176224499	0.678351719256915	0.519611412375508	0.676300450373305	0.504314013270168	0.562994485639951	0.632037627368212	0.548107812219914	0.627860720338704	0.586601053333107	0.61352541996897	0.58032075964781	0.501667435035404	0.551937228647942	0.640625930923237
TCGA-18-5592-01	0.567466664034196	0.591853872048253	0.662509838901189	0.688217502381875	0.606182408510559	0.534187985643004	0.738299802279867	0.566178788408927	0.740322562791997	0.665628411090903	0.604149628425255	0.538499271904346	0.757689661749904	0.435474117627485	0.597225026309612	0.609188679554644	0.579899889684762	0.558662157968741	0.573100666055751	0.625702120855153	0.608274274727401	0.540817818735869	0.569412301751856	0.654736738447781
TCGA-18-5595-01	0.579170489021844	0.613290423380895	0.654476097718291	0.675215837128977	0.617563680068435	0.572041253179232	0.711111865521029	0.554046259941041	0.741457355404541	0.657407657673654	0.601368660617677	0.543281334635521	0.727994013475759	0.433654066611366	0.638588549548307	0.632880825891139	0.584769686863296	0.560884026480492	0.575992331626818	0.60459293227962	0.595600653933313	0.582886871085157	0.559743062382774	0.651205603903003
TCGA-21-1070-01	0.595999243430723	0.645175540290184	0.706171886826987	0.703026570258574	0.645136494592958	0.595583048805226	0.736610342965618	0.568624023793162	0.776959874475874	0.670589164329901	0.608342413194896	0.566903031260656	0.764301259923838	0.450639194730409	0.662486744159913	0.649087432113789	0.594805237193986	0.573658311535776	0.602335749722291	0.636031130370059	0.621481614026495	0.610059728855406	0.589711603015654	0.69740951413846
TCGA-21-1071-01	0.595015892210024	0.615448770012186	0.651510844941631	0.725319608964894	0.621862302230114	0.532953367577356	0.752046908505108	0.564705920009524	0.740833536449302	0.728692163684067	0.6695810120887	0.561541053596139	0.748147366964963	0.520774497250274	0.622751254542922	0.680097581543947	0.584841647926483	0.640907329915694	0.609087493192683	0.66164669900368	0.646265529773069	0.570881702832508	0.579515842664806	0.674736180528504
TCGA-21-1072-01	0.600082781435672	0.618084570412548	0.690177828443848	0.725077046712638	0.626438665968523	0.521930642791441	0.776453600051717	0.593593583770879	0.756138938523747	0.710576048045213	0.663563650902588	0.572318558152203	0.733249782328074	0.479941978809042	0.61805053919896	0.638085230963006	0.613433224073014	0.61206408377306	0.621697155283464	0.666577758361273	0.635705278918722	0.561684953341699	0.591051717821916	0.690523327683093
TCGA-21-1075-01	0.580704343578569	0.581165634910129	0.598018751165631	0.678736806601385	0.571321177805619	0.51730115729098	0.692944951858648	0.545744276703064	0.703283642494866	0.668506665455748	0.62499374215677	0.520436393816149	0.678091081840029	0.46226932258313	0.624798415323242	0.646072964671773	0.550479905698965	0.57252249105439	0.560945509953355	0.579484816456902	0.612984109805924	0.563580482982658	0.532693237132977	0.632680557110185
